customer_id,trans_date
CS1995,02-Feb-12
CS1877,12-Mar-14
CS2958,12-Sep-14
CS5404,19-May-12
CS1128,06-Apr-14
CS5363,27-Feb-13
CS3496,25-Dec-13
CS1980,06-Jul-11
CS1164,02-Jul-11
CS4814,07-Apr-13
CS1370,26-Oct-14
CS1750,24-Feb-13
CS2385,10-Jan-12
CS4993,27-Mar-13
CS2274,12-Jan-13
CS5418,12-Feb-12
CS1336,22-Dec-12
CS2007,29-Nov-12
CS4702,06-Aug-11
CS2372,10-Dec-12
CS2955,06-Sep-13
CS4997,11-Oct-13
CS4807,28-Sep-14
CS4056,22-Nov-11
CS5604,26-Feb-15
CS4027,15-Sep-12
CS2435,24-Jan-14
CS3618,09-Jun-14
CS5035,17-Oct-14
CS4514,14-Dec-12
CS1838,04-Dec-12
CS2833,15-Oct-11
CS2940,25-Dec-12
CS5981,09-Sep-12
CS1374,13-May-14
CS2772,05-Feb-12
CS4569,15-Sep-14
CS6102,17-Sep-13
CS1227,24-Jun-14
CS5965,08-Nov-12
CS5426,07-May-14
CS5501,01-Feb-12
CS2799,02-Jun-11
CS1964,16-Jul-11
CS1245,06-Apr-12
CS6089,23-Nov-12
CS2053,17-Jul-14
CS3489,11-Nov-14
CS3295,23-Dec-13
CS1490,11-Oct-13
CS2536,23-Mar-14
CS3838,22-Jun-12
CS1697,23-Dec-11
CS3733,05-Dec-12
CS4931,12-Nov-12
CS2345,27-Jan-15
CS2102,29-Aug-11
CS5333,20-May-14
CS4660,24-Sep-13
CS4784,28-Aug-11
CS6089,13-Jan-14
CS2136,18-Feb-13
CS5169,05-Oct-13
CS3613,26-Sep-13
CS1245,06-Dec-14
CS5394,12-Jan-15
CS2528,24-Sep-12
CS3645,07-Feb-15
CS5351,05-Jun-13
CS4049,13-Jul-13
CS3198,29-Oct-12
CS5978,01-Mar-12
CS1802,21-Feb-15
CS5964,18-Feb-13
CS1552,27-Nov-13
CS1671,20-Aug-12
CS2279,15-Aug-11
CS1401,13-Jan-14
CS6031,13-Apr-14
CS4806,27-Jul-14
CS5198,07-Jun-12
CS2047,25-Jul-12
CS4946,27-Jan-12
CS2621,01-Apr-12
CS1551,10-Jan-12
CS5598,11-Apr-14
CS3476,02-Feb-14
CS4393,16-Dec-14
CS1136,05-Apr-13
CS3015,21-Jul-13
CS4848,02-Aug-12
CS5655,03-Jun-11
CS3446,27-Feb-15
CS2967,23-Aug-13
CS4178,26-Jan-14
CS4547,11-Sep-13
CS1224,21-Dec-11
CS1125,17-May-12
CS3732,30-Aug-12
CS3061,02-Aug-11
CS4895,28-Jan-15
CS1925,13-Jun-13
CS5923,19-Jul-12
CS1162,15-Feb-14
CS2803,28-Jul-11
CS2385,30-Oct-12
CS2491,28-Mar-14
CS2342,16-Nov-13
CS3058,29-Oct-12
CS5198,30-Aug-12
CS1381,10-Feb-14
CS3667,08-Sep-12
CS3830,15-Apr-12
CS5278,10-May-13
CS1818,04-Dec-11
CS4173,20-Dec-13
CS3315,28-Apr-12
CS3141,23-Dec-13
CS3359,03-Jul-13
CS3659,27-Jul-13
CS3401,24-Jan-12
CS4860,15-Jan-13
CS6044,15-May-13
CS4935,28-May-11
CS2994,10-Aug-11
CS1895,19-Mar-13
CS2495,11-Apr-13
CS5703,21-Nov-13
CS3543,28-Nov-14
CS1332,14-Sep-11
CS3430,16-Jan-12
CS3749,29-Jun-14
CS1747,02-Apr-12
CS3536,26-Feb-12
CS1944,29-Jan-14
CS4388,03-Feb-12
CS2245,31-Mar-12
CS5085,05-May-14
CS2766,05-Feb-14
CS4022,14-Sep-14
CS1492,13-Dec-12
CS5052,30-Oct-11
CS3085,11-Mar-14
CS5830,02-Mar-12
CS1749,25-Apr-12
CS2671,15-Dec-12
CS4002,12-Jul-11
CS2952,23-Aug-13
CS3073,18-May-11
CS4860,13-Mar-13
CS2350,28-Jan-15
CS2927,27-Feb-14
CS3825,11-Aug-12
CS5426,21-Apr-14
CS2267,26-Jun-12
CS4845,06-Dec-12
CS2761,13-Jun-11
CS5532,31-Oct-11
CS3742,22-Nov-13
CS5805,12-Sep-14
CS3111,22-Jan-14
CS3598,19-Aug-11
CS2459,31-May-13
CS1752,01-Sep-13
CS5398,10-May-14
CS1639,30-Dec-14
CS3136,08-Oct-14
CS5208,28-Jul-14
CS4434,05-May-12
CS3313,24-Dec-12
CS2181,26-Aug-11
CS2584,30-Jun-11
CS1510,01-Sep-11
CS4323,04-Dec-11
CS1396,25-Jan-15
CS5030,12-Mar-13
CS5351,08-Jan-15
CS4225,28-Nov-13
CS3204,22-Jul-13
CS1407,03-May-13
CS2907,24-Jul-13
CS5567,31-Mar-13
CS4544,22-Oct-14
CS5739,21-Jun-14
CS5179,24-Nov-12
CS5162,25-Jan-13
CS1898,18-Jan-12
CS3451,28-Nov-12
CS3686,21-Jul-11
CS1653,09-Nov-13
CS2084,20-Apr-12
CS5040,09-Jun-14
CS5180,22-Mar-13
CS1415,31-Dec-11
CS4491,02-Mar-13
CS3671,30-Dec-12
CS2746,12-Mar-15
CS5193,30-Sep-12
CS2401,18-Jun-13
CS1276,28-Jan-14
CS1166,11-Jan-13
CS1505,19-Jul-11
CS1490,07-Sep-13
CS4422,10-Aug-13
CS4245,21-Oct-11
CS2791,11-Jun-12
CS3037,28-Aug-14
CS3633,20-Mar-12
CS3191,18-Nov-14
CS1977,08-Mar-13
CS1516,05-Dec-14
CS3838,14-Jan-12
CS4683,03-Jan-12
CS3841,17-Sep-12
CS3062,05-Jul-12
CS2118,11-Feb-14
CS3656,12-Feb-13
CS3497,26-Jan-13
CS2812,22-Feb-15
CS4965,12-Jul-13
CS5017,17-Mar-14
CS5141,21-Oct-11
CS3559,16-Jun-12
CS2036,25-Jul-12
CS5611,21-Aug-12
CS2036,26-Jan-15
CS4420,20-Jan-13
CS5642,11-Jan-15
CS5354,10-Sep-11
CS5709,10-Jan-13
CS4750,18-Dec-12
CS4434,14-Aug-14
CS3010,20-Nov-12
CS4967,23-Dec-13
CS5539,27-May-11
CS1793,28-Jun-12
CS2879,06-Dec-13
CS5116,01-Apr-12
CS2200,11-Oct-14
CS4948,16-Nov-14
CS4761,24-Jan-14
CS4649,15-Jun-13
CS4575,18-Feb-13
CS4278,01-Mar-13
CS3830,18-Nov-11
CS4834,02-Nov-12
CS4869,13-Dec-14
CS1266,13-Oct-12
CS2416,30-Mar-12
CS1358,23-May-12
CS4944,05-Apr-13
CS2342,16-Jun-13
CS2483,28-Dec-12
CS3305,03-Jul-14
CS1473,02-Dec-12
CS1556,22-Feb-15
CS1444,02-May-12
CS5873,25-Jun-12
CS5742,07-Aug-12
CS3869,18-Jul-13
CS3965,29-Jun-12
CS1619,11-Aug-11
CS1163,10-Jul-13
CS4721,28-Jun-14
CS2204,04-May-12
CS3924,23-Jan-14
CS1290,25-Jul-13
CS4558,12-Jun-14
CS4454,26-Feb-13
CS4088,21-May-14
CS2347,24-Aug-13
CS2703,19-Jan-15
CS5115,23-Sep-14
CS1257,27-Mar-12
CS3693,17-Jul-12
CS4989,26-Aug-11
CS3998,28-Feb-13
CS1233,16-May-14
CS3273,23-Jul-11
CS2598,24-Feb-13
CS3577,14-Sep-11
CS3468,06-Oct-11
CS4820,23-Nov-13
CS1964,03-Jan-14
CS2266,10-Oct-12
CS2071,01-Sep-14
CS3302,01-Sep-11
CS2560,04-Aug-12
CS1267,06-Mar-13
CS6015,22-Jan-14
CS3721,03-Nov-13
CS5579,08-Feb-13
CS4080,16-Sep-13
CS4024,12-Jun-14
CS5970,05-Sep-14
CS4903,31-Jul-13
CS3845,09-Mar-13
CS1362,20-Aug-14
CS2346,16-Oct-11
CS1148,25-Oct-12
CS1978,04-Jul-14
CS2138,18-Nov-14
CS2790,27-Dec-12
CS2118,03-Apr-14
CS1722,25-Jun-12
CS3854,17-Oct-12
CS1770,02-Feb-15
CS2748,25-Mar-13
CS3574,20-Apr-12
CS4512,20-Jul-12
CS3187,27-Jan-13
CS4197,03-Sep-13
CS1926,01-Oct-13
CS4620,07-May-12
CS3796,05-Sep-11
CS3247,28-Jun-12
CS3119,07-Dec-13
CS4441,08-Apr-14
CS5835,09-Jul-14
CS5724,19-Apr-14
CS4694,29-Dec-12
CS2955,22-Sep-12
CS1832,21-Nov-13
CS5583,06-Feb-14
CS4753,18-May-12
CS3318,14-Jul-11
CS5455,27-Jun-14
CS2249,27-Aug-14
CS3415,17-Jan-12
CS2481,07-Feb-14
CS3694,08-Aug-12
CS4332,27-Feb-15
CS2802,19-May-14
CS2032,21-Sep-11
CS5713,20-Jul-11
CS4180,05-Oct-14
CS3943,20-Feb-15
CS2759,28-Dec-12
CS2125,01-Oct-14
CS2994,25-May-13
CS3907,12-Sep-13
CS2374,22-Apr-13
CS2293,07-Jun-14
CS3213,19-Oct-14
CS4780,20-Jun-13
CS3559,23-Oct-13
CS2580,28-Jan-14
CS3505,02-May-13
CS3185,25-Oct-13
CS5577,19-Jul-13
CS2432,11-May-13
CS3612,24-Sep-11
CS3631,08-Apr-14
CS4793,20-Jul-14
CS5813,18-Jun-11
CS2357,29-Mar-12
CS1412,17-Apr-14
CS5078,10-Apr-14
CS1560,10-Aug-14
CS2210,07-Aug-11
CS1400,20-Jun-12
CS5404,28-Jul-11
CS5794,15-Sep-11
CS3651,13-Aug-11
CS2461,06-Dec-12
CS1219,10-Mar-13
CS2020,16-Dec-11
CS4649,01-Jun-14
CS1214,22-Oct-14
CS1938,30-Nov-11
CS3705,03-Mar-13
CS3442,22-May-11
CS4172,05-Feb-15
CS2927,25-Oct-12
CS3043,02-Jul-11
CS1581,21-Jan-14
CS4483,10-Dec-14
CS1181,14-Feb-14
CS2339,03-Apr-12
CS4126,15-Jun-14
CS5994,12-Dec-14
CS2862,10-Apr-14
CS2439,29-Jan-15
CS4908,17-Dec-13
CS3921,06-Sep-12
CS5213,29-Jan-13
CS5620,14-Mar-15
CS5226,03-Sep-14
CS1123,20-Dec-11
CS5907,02-Apr-14
CS2601,07-Dec-13
CS5315,31-Dec-12
CS5318,03-Jan-15
CS5023,06-Sep-11
CS5836,10-Feb-14
CS5831,20-Aug-12
CS3797,02-Mar-13
CS1917,06-Apr-13
CS5379,08-Jan-13
CS2840,26-Nov-13
CS1576,15-Jul-14
CS4097,04-May-12
CS5917,07-Oct-14
CS4471,07-Mar-12
CS2039,23-Sep-13
CS1399,09-Oct-14
CS4800,14-Dec-12
CS5065,05-Nov-12
CS2366,18-Aug-11
CS3841,02-Apr-13
CS3871,21-Feb-15
CS2036,09-Oct-11
CS1265,07-Jan-12
CS5906,02-Jun-12
CS1371,31-Aug-12
CS3055,15-May-13
CS4626,27-Feb-12
CS3013,25-Apr-14
CS5749,09-Apr-12
CS5921,31-May-11
CS5752,10-Dec-11
CS4157,31-Jul-12
CS2330,09-May-12
CS3828,16-Jan-14
CS1485,18-Jun-12
CS1689,09-Jul-11
CS6110,15-Nov-11
CS3720,03-Oct-14
CS5897,29-Apr-13
CS1322,15-Jul-13
CS4823,29-Aug-11
CS3040,14-Feb-12
CS2584,27-Dec-12
CS2241,13-May-14
CS1670,11-Jul-14
CS5394,05-Dec-13
CS5058,27-Mar-14
CS2292,21-Dec-13
CS2301,04-Apr-12
CS5062,25-Apr-14
CS4598,19-Nov-12
CS4881,08-Mar-14
CS2030,06-May-13
CS1887,04-May-13
CS3515,16-Aug-11
CS5116,19-Jan-15
CS2599,14-Feb-15
CS3477,31-Dec-14
CS3175,15-Mar-12
CS3721,13-Apr-14
CS2601,21-Aug-12
CS5973,21-May-13
CS4374,03-Feb-14
CS1294,10-Aug-14
CS3326,02-Jul-12
CS2246,26-Apr-14
CS3897,07-Dec-13
CS5376,29-Apr-12
CS1489,02-Nov-13
CS3974,27-Nov-14
CS2391,11-Apr-12
CS2431,02-Jul-12
CS1703,07-May-14
CS2349,26-Oct-12
CS2007,05-May-14
CS1948,18-Sep-12
CS3408,17-Mar-14
CS3686,15-Dec-11
CS5195,01-Apr-13
CS1710,26-Jan-14
CS1510,12-Dec-11
CS1525,22-Oct-12
CS3991,12-Aug-13
CS1933,14-Jun-11
CS5772,23-Mar-13
CS3332,23-Feb-13
CS2616,06-Nov-13
CS4000,18-Jul-13
CS4105,19-Aug-11
CS4574,13-Mar-13
CS5446,06-Sep-13
CS1444,01-Jul-11
CS4470,02-Oct-12
CS3329,21-Jan-13
CS5203,23-Oct-11
CS4533,24-Jul-12
CS4708,28-Feb-15
CS4908,26-Nov-12
CS3171,09-Jan-12
CS4360,27-Aug-12
CS4860,26-Jun-14
CS3218,31-Aug-13
CS1307,17-Nov-12
CS2961,04-Jun-12
CS4545,22-Oct-12
CS2264,30-Sep-12
CS5580,13-Sep-12
CS1253,30-Dec-13
CS4730,13-Mar-13
CS3395,01-Jan-14
CS1699,15-Jun-11
CS4636,13-Jan-13
CS2739,21-Oct-13
CS4276,22-Aug-11
CS5530,05-Jan-12
CS3917,08-Mar-12
CS2623,18-May-11
CS5154,19-Sep-14
CS1477,13-Oct-11
CS2118,09-Nov-11
CS2055,02-May-12
CS5662,07-Jul-13
CS1426,18-Sep-13
CS3624,02-Apr-12
CS2192,15-Oct-14
CS5758,30-Jun-11
CS3074,28-Jun-11
CS3001,08-Jun-13
CS1914,26-Nov-12
CS1643,06-Apr-14
CS4868,27-Jun-14
CS5570,26-Jul-11
CS2052,20-Nov-13
CS3111,30-Jul-14
CS5187,08-Jul-11
CS4694,26-Jun-13
CS5463,03-May-14
CS1763,05-Jun-13
CS4323,09-Nov-13
CS2454,27-Jul-14
CS2952,26-Jul-11
CS5464,22-Sep-11
CS5402,11-Feb-13
CS3252,03-Oct-13
CS3895,08-Aug-13
CS3015,19-Oct-13
CS2336,14-Feb-15
CS5239,08-Jan-14
CS2728,15-Jul-12
CS4736,27-Feb-15
CS2578,03-Jan-12
CS6065,13-Jan-13
CS3849,18-Jan-12
CS4387,17-Dec-14
CS3505,28-Feb-13
CS3683,20-Feb-13
CS1313,20-Jun-11
CS2314,28-Oct-14
CS5750,12-Dec-14
CS4583,29-Jan-14
CS4639,26-Jul-12
CS5792,06-May-14
CS4267,15-Sep-11
CS3505,25-Jul-11
CS5043,01-Apr-12
CS3452,29-Sep-13
CS5143,26-Jul-14
CS3304,12-Apr-14
CS4672,29-Oct-13
CS4390,04-Oct-12
CS4434,30-Apr-13
CS2320,04-Apr-14
CS1321,12-Jun-13
CS2766,07-Aug-11
CS4833,10-Apr-12
CS2367,26-Oct-11
CS4511,25-May-12
CS2639,10-Jun-14
CS4375,04-Jul-11
CS4824,15-Dec-13
CS1464,19-May-12
CS1817,21-Sep-12
CS2728,07-Apr-12
CS1648,25-Mar-12
CS5458,21-Mar-14
CS1425,04-Oct-11
CS1690,21-Feb-15
CS1287,15-Dec-13
CS5029,29-Oct-14
CS5397,06-Mar-14
CS4017,24-Mar-14
CS3872,18-Jul-14
CS4285,03-Oct-12
CS1558,04-Jun-13
CS3010,12-Dec-14
CS3220,24-Jan-13
CS2090,27-Feb-12
CS1694,17-May-12
CS3040,18-Feb-15
CS5249,20-Nov-13
CS2233,01-Mar-15
CS2470,05-Jun-13
CS4559,26-Feb-15
CS3589,12-Nov-11
CS5532,12-Jul-12
CS1692,06-Mar-13
CS5545,23-Oct-13
CS3230,13-Mar-12
CS5081,05-Dec-11
CS3459,15-Jul-12
CS3990,29-Aug-12
CS5996,15-Jun-14
CS5008,17-May-11
CS4285,22-Jan-14
CS2091,12-Sep-11
CS2473,08-May-12
CS4910,18-May-14
CS2643,20-Apr-13
CS5811,20-Dec-11
CS3511,12-Feb-14
CS4012,01-Aug-12
CS3427,22-Aug-13
CS2388,31-Jan-13
CS4016,30-Apr-13
CS2513,01-Dec-12
CS1161,09-Mar-12
CS4544,12-Jan-13
CS1580,20-Apr-12
CS1751,23-May-11
CS1286,29-Jul-11
CS5492,13-Jul-13
CS3963,02-Nov-13
CS1212,16-Jun-11
CS3469,05-Apr-14
CS1409,24-Mar-14
CS3820,11-Apr-14
CS3782,17-Apr-12
CS3885,09-Oct-14
CS3817,22-Jan-14
CS1415,05-Aug-12
CS1442,12-Jun-12
CS4869,12-Oct-12
CS1398,12-Apr-14
CS5868,30-Jan-13
CS3423,18-Feb-15
CS2419,13-Jan-15
CS3615,24-Apr-13
CS3740,08-Feb-14
CS4321,11-Aug-11
CS5654,10-Mar-15
CS3504,18-Jul-12
CS1790,04-Dec-12
CS3757,10-Feb-12
CS1817,17-Sep-14
CS5679,25-May-14
CS2150,30-Jun-13
CS1454,07-Sep-14
CS4906,10-Jan-15
CS3457,23-Jun-11
CS5158,14-Jul-11
CS5907,24-Feb-12
CS3999,28-Jan-12
CS4051,18-Jul-14
CS1920,26-Jan-15
CS4132,05-Apr-14
CS5863,12-Nov-12
CS4219,16-May-13
CS4002,15-Nov-12
CS4008,08-Dec-13
CS1348,28-Jul-14
CS1335,15-Nov-14
CS3572,03-Sep-11
CS3931,24-Dec-12
CS6096,28-Jul-11
CS2240,10-Mar-14
CS4433,01-May-13
CS1499,24-Jun-13
CS1710,06-Dec-11
CS4939,08-Jan-13
CS3392,12-Jun-11
CS2689,01-Oct-13
CS5493,07-Nov-12
CS3583,19-Jul-11
CS4687,28-Aug-12
CS3690,05-Nov-13
CS4624,15-Nov-11
CS3594,30-Aug-11
CS2260,08-Jan-14
CS5819,26-Sep-13
CS3897,27-Jul-13
CS5851,18-Aug-13
CS4111,11-Apr-14
CS2903,01-Dec-11
CS4832,30-May-13
CS2642,25-Apr-13
CS4685,26-Oct-12
CS5880,17-Sep-14
CS4842,02-Jun-12
CS1535,25-Aug-13
CS2125,20-Nov-13
CS2521,19-Jan-15
CS5928,01-Oct-12
CS5963,19-Feb-13
CS2295,25-Jul-11
CS3902,20-Nov-13
CS2662,11-Jan-14
CS1382,09-May-14
CS4648,28-Jun-14
CS1430,11-Jan-14
CS3153,11-Jul-11
CS4845,07-Jul-14
CS1614,15-Jul-13
CS4019,23-Mar-12
CS4543,24-Nov-11
CS4133,22-Mar-14
CS2795,26-Feb-15
CS3668,25-Dec-11
CS4194,08-Jul-12
CS6096,24-May-11
CS1180,18-Apr-13
CS4487,24-Oct-13
CS3609,16-Jun-13
CS1399,14-Nov-12
CS6020,20-May-14
CS2200,12-Sep-13
CS4535,17-Oct-13
CS3093,28-Oct-14
CS1245,22-Jul-11
CS6048,12-Jul-11
CS5799,21-Sep-12
CS3326,28-Sep-13
CS1923,06-Jan-14
CS6101,30-Mar-13
CS4558,16-Dec-13
CS2386,17-Jul-14
CS6047,11-Mar-15
CS2593,25-Oct-12
CS3761,08-Aug-11
CS2938,26-Mar-12
CS3906,18-May-11
CS4834,19-Mar-13
CS1924,22-Apr-12
CS3307,25-Feb-14
CS1660,12-Dec-13
CS3784,13-Dec-13
CS5004,25-Aug-12
CS3777,18-Oct-11
CS5118,28-Mar-12
CS3225,30-May-12
CS1237,21-Feb-12
CS4048,17-Jan-15
CS4401,05-Dec-12
CS5487,22-Jan-15
CS2211,05-Jul-14
CS2357,28-Nov-13
CS2788,15-Jul-12
CS4032,01-Aug-14
CS2822,08-Jan-13
CS3752,13-Dec-13
CS4519,29-Mar-12
CS1823,22-Feb-13
CS1571,18-Jun-11
CS5166,11-Jan-12
CS1871,17-Dec-11
CS1922,01-Apr-13
CS5709,04-Jun-12
CS1385,15-Oct-13
CS3154,12-Feb-13
CS4639,19-Jan-15
CS1842,22-Oct-11
CS3880,29-Sep-11
CS3333,19-Jul-12
CS5314,23-Oct-12
CS2430,10-Aug-12
CS1844,03-Oct-14
CS4777,02-Mar-13
CS1397,15-May-12
CS4524,20-Feb-15
CS1243,27-Oct-12
CS3621,27-Dec-14
CS5557,31-Dec-11
CS6067,18-Dec-11
CS3189,29-Dec-13
CS5228,16-Feb-15
CS3528,14-May-13
CS1877,14-Dec-14
CS1939,02-Apr-14
CS4965,18-Jun-14
CS5871,23-Nov-14
CS1396,26-Aug-12
CS4628,29-May-11
CS4008,30-Jul-11
CS3857,12-Mar-13
CS4680,19-Feb-14
CS2665,18-Nov-14
CS5458,20-Oct-13
CS3064,08-Apr-12
CS5898,15-Aug-11
CS3504,23-Aug-13
CS5398,16-Mar-15
CS3532,15-Nov-11
CS5086,05-Dec-11
CS1567,22-May-11
CS1367,31-May-12
CS1600,21-Aug-12
CS3362,10-Sep-12
CS5763,08-Mar-13
CS6091,20-Jan-12
CS3529,31-Dec-13
CS1130,17-Nov-14
CS2865,05-Aug-12
CS1655,06-Feb-14
CS3862,15-Apr-13
CS2519,17-Jun-13
CS1790,12-Feb-12
CS6064,23-Nov-14
CS5048,26-Aug-13
CS4352,27-Aug-14
CS5208,23-Jun-13
CS1625,13-May-13
CS3858,02-Mar-13
CS3433,03-Aug-14
CS1654,25-Jun-13
CS1620,23-May-13
CS1448,23-Sep-14
CS3321,23-Sep-12
CS5855,01-Aug-12
CS5935,11-Sep-14
CS4326,09-Aug-14
CS1353,23-Aug-14
CS3288,18-Dec-12
CS1801,01-Jan-13
CS4735,21-Oct-14
CS3770,15-Apr-14
CS3329,08-Jan-13
CS2624,27-Dec-13
CS4624,18-Aug-13
CS2195,09-Sep-13
CS3262,24-Mar-14
CS1834,18-Sep-12
CS1400,01-Apr-13
CS2274,27-Feb-12
CS4424,24-Dec-14
CS2706,05-Jul-12
CS3905,25-Nov-13
CS4015,28-Dec-14
CS4086,11-Sep-13
CS5864,11-Jun-12
CS5841,14-Jul-13
CS1178,26-Jul-14
CS3058,08-Feb-15
CS5365,20-Dec-11
CS2538,18-Jun-11
CS5506,25-Jan-12
CS3209,24-Dec-14
CS5016,30-Jan-15
CS1636,07-Jan-15
CS5141,02-Oct-14
CS1613,03-Mar-13
CS5311,20-Sep-14
CS3229,20-Aug-14
CS2098,23-Nov-14
CS1705,28-May-11
CS5774,15-Jul-13
CS2431,29-Dec-11
CS2327,02-Jun-13
CS6090,16-Mar-15
CS3536,31-Mar-12
CS2027,19-Jul-14
CS2040,25-May-14
CS1188,31-Mar-14
CS5226,16-Nov-14
CS1617,06-May-12
CS4583,15-Sep-13
CS3150,01-May-14
CS3562,01-Jul-14
CS4713,17-May-12
CS2115,07-Mar-13
CS1375,09-Nov-14
CS3637,04-Jun-11
CS1616,13-Dec-14
CS1210,04-Nov-13
CS5376,08-Sep-14
CS5529,18-Oct-13
CS2813,21-Apr-14
CS4007,31-Oct-11
CS5941,19-Jun-13
CS3182,06-Sep-13
CS1125,19-Feb-15
CS2801,12-Mar-14
CS3854,29-Apr-13
CS2898,06-Oct-12
CS5238,05-Sep-14
CS2208,01-Feb-13
CS4185,17-Jan-14
CS4123,16-Dec-11
CS5478,16-Jul-11
CS2647,13-Mar-15
CS4629,11-Dec-13
CS5165,14-Sep-13
CS1420,18-Jun-13
CS5837,25-Aug-14
CS2663,09-Jan-12
CS3358,07-Jan-13
CS5429,02-Aug-13
CS1486,13-Mar-12
CS2995,09-Feb-12
CS5044,22-Aug-12
CS2934,17-Jan-14
CS5735,13-Dec-14
CS1114,18-Sep-11
CS5028,30-Aug-14
CS2413,15-Jun-13
CS5209,09-Jul-13
CS4520,15-Jul-11
CS4507,06-Jul-11
CS4743,28-Nov-11
CS2931,23-Sep-12
CS5717,03-Aug-12
CS3085,24-May-13
CS5804,22-Aug-11
CS4563,17-Mar-12
CS5159,25-May-12
CS4387,07-Feb-13
CS1426,28-Oct-11
CS3230,30-Apr-14
CS4197,19-Jul-12
CS4073,22-Feb-15
CS1405,30-Jan-12
CS5050,05-Jul-14
CS2776,13-Nov-11
CS5748,31-Aug-11
CS1361,26-Feb-12
CS3416,03-Dec-13
CS1965,19-Dec-13
CS4101,12-Jan-12
CS4235,31-Aug-11
CS3173,09-Mar-13
CS5599,12-Mar-15
CS4345,19-Feb-15
CS1326,11-Mar-12
CS3846,19-Nov-13
CS2369,15-Apr-12
CS3049,05-Jan-12
CS2956,23-Apr-12
CS5854,25-May-11
CS1986,25-May-13
CS3272,17-Mar-14
CS3345,24-Apr-13
CS2518,10-Mar-15
CS1204,11-May-14
CS2888,28-Jun-13
CS2716,01-Aug-13
CS4921,18-May-14
CS5746,29-Jan-15
CS2086,14-Aug-12
CS4030,25-Jun-14
CS4092,06-Jan-12
CS5963,16-Sep-13
CS3804,22-May-12
CS1968,13-Apr-12
CS4263,13-Jul-13
CS5408,25-Feb-13
CS2293,15-Aug-12
CS2440,14-Aug-13
CS4828,08-Dec-12
CS2086,23-Feb-13
CS4354,31-Jul-14
CS3142,22-Aug-14
CS3795,26-Jan-14
CS5389,24-Apr-13
CS5619,18-Oct-11
CS4408,25-Jul-14
CS1388,16-Mar-13
CS3777,07-Mar-15
CS3047,10-Oct-13
CS1137,05-Jul-12
CS4184,17-Jul-14
CS2457,02-Aug-11
CS6066,01-Oct-11
CS2798,29-Dec-14
CS1254,25-Jul-12
CS1712,07-Nov-14
CS4339,02-Mar-15
CS2005,13-Nov-11
CS2865,05-Jul-11
CS3018,03-Apr-12
CS2672,30-Sep-11
CS2407,20-Mar-14
CS5477,26-Nov-13
CS5799,29-Aug-11
CS4609,20-Jul-12
CS3282,16-Oct-11
CS3443,06-Jan-12
CS5498,09-Jan-13
CS3570,19-Jul-11
CS6032,27-Aug-14
CS3442,18-Nov-14
CS5023,09-Sep-11
CS1534,07-Jan-15
CS2968,15-Jun-13
CS5666,26-Nov-14
CS5564,23-Jun-12
CS5846,25-Mar-14
CS4525,29-Aug-14
CS2247,03-Mar-14
CS2871,18-Sep-12
CS1750,17-Sep-11
CS1611,05-Jun-11
CS3000,12-Jan-14
CS4584,07-Feb-14
CS6014,14-Oct-14
CS4037,07-Feb-12
CS5065,10-Aug-11
CS5522,08-Feb-13
CS1268,30-Aug-14
CS5964,06-Dec-14
CS4693,06-Sep-12
CS4199,24-Feb-12
CS1570,24-Dec-12
CS1580,16-Feb-12
CS1655,07-Oct-14
CS1502,11-Feb-14
CS5019,20-Dec-13
CS4927,26-Jul-14
CS2358,16-Dec-12
CS2827,07-Feb-14
CS2795,01-Nov-12
CS5693,08-Dec-13
CS3122,15-Feb-12
CS1276,18-Oct-11
CS4592,23-May-14
CS4895,06-Apr-14
CS4479,30-Jan-13
CS1448,15-Jun-14
CS5341,03-May-13
CS1199,31-Mar-12
CS2267,18-Sep-13
CS2792,03-Jan-14
CS1945,26-May-14
CS5583,30-Jan-15
CS5767,27-Sep-13
CS2393,20-Nov-11
CS4344,02-Oct-11
CS3797,17-Jul-12
CS5109,25-Mar-12
CS3299,13-Oct-11
CS5189,03-Apr-13
CS4008,09-Aug-11
CS2802,12-Jun-13
CS3966,03-Mar-13
CS1615,25-Dec-14
CS5810,19-Apr-12
CS2226,21-Oct-11
CS1632,28-Sep-11
CS4579,09-Oct-14
CS5031,03-Mar-14
CS1247,01-Feb-12
CS4866,22-Apr-12
CS1348,12-Nov-14
CS1348,18-Jan-13
CS4065,25-Feb-14
CS4076,17-Feb-14
CS4011,23-Sep-13
CS4394,25-May-12
CS2020,16-Dec-11
CS4802,05-Jun-11
CS2787,22-Sep-14
CS4595,19-Jan-13
CS2489,25-Jun-13
CS4687,09-Oct-12
CS4070,31-Dec-11
CS1189,12-Jan-15
CS4669,15-Jul-13
CS4398,08-Dec-13
CS1434,26-Aug-14
CS3443,05-Jul-12
CS2539,14-Jun-14
CS3682,11-Jan-14
CS3018,01-Jun-14
CS2605,24-Aug-14
CS4785,19-Jun-14
CS2730,05-Apr-13
CS2902,07-Apr-12
CS5344,07-Jan-14
CS3070,22-Dec-12
CS3216,01-Apr-14
CS3809,25-Feb-14
CS5086,21-Mar-13
CS5926,05-Feb-13
CS1871,23-Oct-11
CS3164,06-Nov-13
CS4953,31-Aug-12
CS1377,09-Oct-11
CS5866,29-Jul-14
CS5093,05-Jan-15
CS1957,09-Jun-11
CS2063,02-Jul-14
